Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type,Room_Rate,Additional_Room_Cost,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID,Competitor_Room_Rate,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
559,Carmen Townsend,Male,69,Morocco,559,7/12/2013,1,Double,1492.342116,520.862924,No,Phone,1,Event,4,4,1886.28572,8.951,Event Special,Oxford Road,5,Budget,Agent,Festival,Yes
560,Wanda Smith,Male,46,Uganda,560,7/13/2013,14,Suite,1057.990255,845.8924264,Yes,Phone,2,Business,1,2,3874.36932,8.71,Seasonal Discount,Luxury Stay,3,Competitive,Third-party,Conference,Yes
561,Michael Allen,Male,59,Morocco,561,7/14/2013,2,Double,1578.420148,749.2750799,Yes,Phone,1,Event,1,4,1629.907737,9.593,Event Special,Luxury Stay,3,Budget,Third-party,None,Yes
562,Bridget Smith,Female,35,Nigeria,562,7/15/2013,10,Suite,983.666252,610.2676527,No,Online Travel Agency,3,Other,1,1,2261.276054,6.596,Event Special,Blue Roof Hotel,5,Budget,Direct,Sports Event,No
563,Katherine Wood,Male,32,Zimbabwe,563,7/16/2013,1,Suite,1139.905313,1358.976998,Yes,Online Travel Agency,3,Leisure,2,2,2856.063144,8.617,Event Special,Oxford Road,1,Competitive,Agent,Concert,No
564,Laura Johnson,Male,31,Algeria,564,7/17/2013,2,Double,1021.576918,493.229519,No,Phone,3,Other,2,4,3096.792201,5.291,Loyalty Offer,Oxford Road,2,Competitive,Direct,None,No
565,Gloria Ford,Male,51,Egypt,565,7/18/2013,2,Double,698.479431,663.8796807,No,Phone,1,Leisure,2,4,4248.352437,6.791,None,Bahamas Luxury,5,Competitive,Online,Concert,No
566,Terry Hunt,Male,40,Zimbabwe,566,7/19/2013,3,Single,1661.666137,799.0546638,No,Walk-In,4,Event,2,3,2466.445379,7.698,Loyalty Offer,Luxury Stay,2,Premium,Direct,Concert,No
567,Melanie Sanchez,Male,70,Morocco,567,7/20/2013,1,Single,868.4637617,953.4057698,Yes,Phone,4,Leisure,1,3,4473.237014,9.659,None,Oxford Road,3,Competitive,Agent,None,No
568,Kaitlin Jones,Male,42,Zimbabwe,568,7/21/2013,10,Suite,1784.763992,871.6002082,No,Phone,2,Other,3,4,1435.353381,8.909,Seasonal Discount,Blue Roof Hotel,2,Budget,Third-party,Conference,No
569,Leonard Acosta,Male,48,Algeria,569,7/22/2013,1,Double,1426.479172,1239.60588,No,Event,3,Leisure,2,2,2552.060632,5.549,Seasonal Discount,Bahamas Luxury,1,Premium,Third-party,Sports Event,No
570,Kathryn Mcdonald,Male,28,Zimbabwe,570,7/23/2013,14,Double,1503.531537,1345.016009,No,Online Travel Agency,3,Leisure,1,4,2351.895849,8.839,Loyalty Offer,Luxury Stay,5,Competitive,Direct,Festival,Yes
571,Holly Aguilar,Male,21,Zimbabwe,571,7/24/2013,5,Double,861.1809134,900.6363305,Yes,Event,1,Event,1,1,2111.091592,5.633,Loyalty Offer,Oxford Road,4,Budget,Online,None,No
572,Adam Andrews,Female,49,Nigeria,572,7/25/2013,3,Deluxe,1271.842465,901.380082,No,Direct,2,Business,1,2,3052.676903,9.092,None,Oxford Road,2,Budget,Direct,Conference,No
573,Nancy Burgess,Female,67,Nigeria,573,7/26/2013,7,Double,1206.481274,704.4231571,No,Direct,3,Leisure,3,3,2329.021063,9.062,None,Luxury Stay,4,Budget,Third-party,Festival,No
574,Stephanie Smith,Male,50,Egypt,574,7/27/2013,2,Double,1351.114583,414.691203,No,Walk-In,3,Leisure,2,4,2302.800893,9.576,Loyalty Offer,Luxury Stay,5,Budget,Third-party,None,No
575,Michelle Watson,Female,31,Zimbabwe,575,7/28/2013,2,Suite,1452.987637,971.3660971,No,Online Travel Agency,3,Other,3,1,4277.288346,9.989,None,Blue Roof Hotel,4,Budget,Direct,Sports Event,No
576,Edward Johnson,Male,67,Kenya,576,7/29/2013,5,Suite,605.9637667,1032.981699,Yes,Direct,3,Event,1,3,4298.652578,5.299,Event Special,Bahamas Luxury,2,Premium,Online,Conference,No
577,Brandon Martinez,Male,57,Nigeria,577,7/30/2013,2,Deluxe,1084.107423,1325.734811,No,Walk-In,4,Other,2,4,1019.835935,5.116,Loyalty Offer,Blue Roof Hotel,2,Competitive,Direct,Sports Event,Yes
578,Kendra Avery,Male,18,Uganda,578,7/31/2013,1,Suite,1937.463491,647.6966586,No,Event,2,Event,1,2,1616.850392,8.384,Event Special,Oxford Road,2,Budget,Agent,Concert,No
579,Courtney Barnes,Male,64,Egypt,579,8/1/2013,7,Deluxe,879.1381088,711.3677619,No,Online Travel Agency,2,Business,1,2,3463.121586,5.632,Loyalty Offer,Blue Roof Hotel,5,Competitive,Agent,Sports Event,Yes
580,Nathan Tyler,Male,42,Uganda,580,8/2/2013,10,Double,1316.104121,847.6411522,No,Phone,4,Business,4,4,1759.909774,8.799,Seasonal Discount,Luxury Stay,4,Premium,Direct,Sports Event,No
581,Lisa Hunt,Male,38,Nigeria,581,8/3/2013,10,Deluxe,1349.802916,1058.064114,Yes,Walk-In,2,Event,2,4,2756.70361,6.157,Loyalty Offer,Oxford Road,5,Premium,Online,Festival,No
582,Jacob Harris,Female,61,Ghana,582,8/4/2013,14,Deluxe,1510.062635,1233.295318,Yes,Phone,2,Business,1,2,1811.949514,5.129,Seasonal Discount,Blue Roof Hotel,5,Budget,Online,Conference,Yes
583,Heidi Blackburn,Male,59,Egypt,583,8/5/2013,5,Deluxe,1046.05215,401.4643879,Yes,Phone,2,Event,1,1,2218.69536,5.255,Seasonal Discount,Oxford Road,1,Budget,Agent,Festival,No
584,Cassidy Barnes,Female,44,Nigeria,584,8/6/2013,5,Suite,1308.800337,492.6178567,Yes,Direct,2,Leisure,2,3,2181.434768,7.109,Event Special,Luxury Stay,1,Premium,Agent,None,Yes
585,Michael Lee,Male,45,Ghana,585,8/7/2013,2,Single,1975.457234,775.2187063,No,Direct,1,Business,3,2,2678.837022,9.367,Seasonal Discount,Oxford Road,4,Premium,Agent,Concert,No
586,Nicole Williams,Female,41,South Africa,586,8/8/2013,2,Deluxe,1277.719681,691.9383613,Yes,Online Travel Agency,1,Leisure,1,4,1960.71782,9.96,Event Special,Luxury Stay,3,Budget,Agent,Festival,Yes
587,Matthew Perkins,Male,44,Nigeria,587,8/9/2013,14,Single,825.6649011,610.4053562,No,Direct,4,Other,2,2,2974.755977,8.761,Event Special,Luxury Stay,4,Competitive,Online,Sports Event,No
588,Stephanie Hartman,Male,27,Nigeria,588,8/10/2013,5,Single,1220.811976,300,No,Online Travel Agency,2,Business,1,3,3292.457055,5.432,None,Oxford Road,2,Budget,Third-party,None,No
589,Hector Moore,Male,51,Nigeria,589,8/11/2013,7,Single,1263.163052,571.674887,No,Event,4,Event,2,1,2966.441032,9.957,Seasonal Discount,Luxury Stay,3,Competitive,Third-party,Conference,No
590,Tina Davis,Male,44,Uganda,590,8/12/2013,1,Single,960.8084248,934.4412811,No,Phone,1,Event,3,2,4425.600568,5.364,None,Bahamas Luxury,5,Competitive,Third-party,Concert,No
591,Thomas Jones,Male,59,Ghana,591,8/13/2013,2,Suite,607.4562205,1236.855729,No,Walk-In,4,Leisure,1,2,1596.24569,5.962,Event Special,Luxury Stay,2,Budget,Online,Concert,Yes
592,Melissa Brooks,Male,65,Uganda,592,8/14/2013,2,Single,1349.432331,770.1095163,No,Phone,3,Leisure,2,3,2130.778875,8.973,Event Special,Blue Roof Hotel,3,Premium,Third-party,Concert,No
593,Steven Graham,Male,49,Ghana,593,8/15/2013,5,Deluxe,842.2837063,973.1583751,No,Direct,3,Leisure,3,3,2073.550466,6.096,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Conference,No
594,Gregory Zamora,Female,58,Morocco,594,8/16/2013,10,Deluxe,1113.677981,680.3192341,No,Walk-In,3,Business,2,1,3865.583205,7.222,Event Special,Bahamas Luxury,2,Competitive,Third-party,Conference,No
595,Laura Russell,Male,49,Kenya,595,8/17/2013,3,Suite,1661.488695,893.9976006,No,Event,5,Event,4,4,1807.893036,7.164,Loyalty Offer,Bahamas Luxury,1,Premium,Agent,Concert,No
596,Kristina Mahoney,Male,26,Zimbabwe,596,8/18/2013,14,Suite,1083.152452,551.2208346,No,Walk-In,4,Event,2,4,2037.846346,6.179,Seasonal Discount,Luxury Stay,3,Premium,Online,Festival,No
597,Nicole Pierce,Male,67,Kenya,597,8/19/2013,14,Deluxe,980.1034131,1076.876912,No,Walk-In,1,Other,3,4,3460.49871,8.463,None,Luxury Stay,3,Competitive,Agent,None,No
598,Maria Arnold,Male,54,Egypt,598,8/20/2013,7,Deluxe,1146.137593,811.793299,No,Event,3,Other,1,4,1495.663204,5.915,Event Special,Oxford Road,4,Budget,Third-party,Conference,No
599,Lori Miller,Female,35,Egypt,599,8/21/2013,1,Deluxe,1394.566024,802.6705974,No,Phone,5,Event,2,1,2233.516027,7.614,Seasonal Discount,Bahamas Luxury,5,Budget,Online,Festival,No
600,Derrick Flores,Male,48,Zimbabwe,600,8/22/2013,2,Deluxe,816.9073168,1226.084877,No,Direct,2,Event,2,2,4004.812059,8.938,Seasonal Discount,Bahamas Luxury,2,Budget,Direct,Festival,Yes
601,Karen Lowe,Male,19,Nigeria,601,8/23/2013,7,Single,808.398384,300,No,Walk-In,2,Event,1,2,2966.144146,7.25,None,Bahamas Luxury,5,Competitive,Online,Conference,No
602,James Dalton,Male,47,Kenya,602,8/24/2013,10,Deluxe,1447.995279,654.4585748,Yes,Event,4,Other,5,2,3201.857179,9.591,None,Luxury Stay,4,Competitive,Direct,Conference,No
603,Steven Strong,Female,34,Ghana,603,8/25/2013,14,Deluxe,957.8661628,849.4120271,No,Phone,5,Other,1,1,1673.42244,7.909,Loyalty Offer,Luxury Stay,2,Competitive,Agent,Festival,No
604,Thomas Mathis,Male,38,Nigeria,604,8/26/2013,10,Double,1542.677123,932.025776,No,Direct,5,Leisure,1,4,821.2653587,5.652,Event Special,Luxury Stay,3,Budget,Online,Festival,No
605,Clayton Kelley,Male,26,Morocco,605,8/27/2013,14,Single,500,551.1514645,No,Walk-In,5,Event,1,2,882.2142415,9.098,Seasonal Discount,Luxury Stay,4,Premium,Third-party,Conference,No
606,Randall Guzman,Male,54,Egypt,606,8/28/2013,2,Double,1412.994753,400.7929298,Yes,Online Travel Agency,1,Other,1,2,1792.978965,9.294,None,Blue Roof Hotel,5,Budget,Agent,Sports Event,No
607,Sarah Leonard,Male,47,South Africa,607,8/29/2013,3,Double,818.0500572,752.5891511,No,Direct,1,Event,1,3,4343.071645,8.107,Seasonal Discount,Bahamas Luxury,1,Premium,Direct,Festival,No
608,Taylor Nelson,Female,61,South Africa,608,8/30/2013,2,Single,1793.292601,720.5972919,Yes,Phone,2,Business,2,1,2383.097294,8.917,None,Luxury Stay,2,Competitive,Agent,Sports Event,No
609,Craig Green,Male,62,Egypt,609,8/31/2013,4,Single,1159.407542,1125.840041,No,Direct,5,Leisure,2,2,1925.612734,8.719,None,Blue Roof Hotel,3,Competitive,Third-party,None,No
610,Joseph Anderson,Male,33,Kenya,610,9/1/2013,10,Single,1841.212046,383.9927937,No,Walk-In,1,Leisure,5,3,1700.715031,7.516,Seasonal Discount,Oxford Road,2,Budget,Direct,Festival,No
611,Sandra Carter,Female,31,Egypt,611,9/2/2013,7,Single,1450.399942,955.0573217,No,Online Travel Agency,4,Other,1,3,4472.516317,7.81,Event Special,Oxford Road,4,Premium,Third-party,Concert,No
612,William Blair,Female,43,Kenya,612,9/3/2013,10,Double,1282.439619,513.4446279,No,Direct,1,Business,1,3,1623.785589,6.952,Seasonal Discount,Oxford Road,1,Budget,Online,Sports Event,No
613,Abigail Bennett,Male,55,Zimbabwe,613,9/4/2013,5,Double,1863.017846,1145.603376,No,Event,3,Other,3,4,1314.289628,8.471,None,Blue Roof Hotel,4,Premium,Third-party,None,No
614,Jerry Kennedy,Male,34,Nigeria,614,9/5/2013,2,Single,500,1364.030248,Yes,Online Travel Agency,1,Leisure,2,3,2733.532448,6.282,Event Special,Luxury Stay,2,Premium,Agent,Conference,No
615,Michelle West,Female,68,Nigeria,615,9/6/2013,7,Double,1435.908061,978.0076908,No,Event,3,Other,4,4,1988.949635,7.679,Seasonal Discount,Bahamas Luxury,2,Premium,Direct,Conference,Yes
616,Andrea Burns,Male,29,Kenya,616,9/7/2013,10,Suite,820.851153,568.888222,No,Phone,5,Leisure,3,1,3197.979968,7.334,Loyalty Offer,Blue Roof Hotel,2,Competitive,Third-party,Festival,Yes
617,Steven Powell,Male,64,Morocco,617,9/8/2013,4,Deluxe,1469.39126,1014.413029,No,Phone,3,Business,1,4,1806.169086,5.605,None,Luxury Stay,3,Budget,Online,Conference,Yes
618,Amanda Roberts,Male,20,Ghana,618,9/9/2013,2,Suite,792.5730018,610.1152732,No,Walk-In,5,Leisure,5,3,3549.578479,7.579,None,Blue Roof Hotel,2,Competitive,Agent,Concert,No
619,Sarah Pugh,Female,51,Egypt,619,9/10/2013,5,Single,1272.493709,623.162444,No,Direct,3,Event,3,2,2974.552989,6.818,Seasonal Discount,Oxford Road,5,Premium,Online,Sports Event,No
620,Jacqueline Roach,Male,46,Zimbabwe,620,9/11/2013,4,Suite,1758.969728,1170.151781,Yes,Online Travel Agency,2,Event,4,3,3411.959901,6.69,None,Oxford Road,3,Competitive,Direct,None,No
621,Mark Green,Male,44,Kenya,621,9/12/2013,4,Deluxe,1138.216759,1499.293284,No,Online Travel Agency,3,Other,2,1,3624.047783,5.479,Loyalty Offer,Luxury Stay,3,Budget,Online,Festival,No
622,Walter Taylor,Male,59,Ghana,622,9/13/2013,10,Deluxe,1693.236404,858.7144372,Yes,Online Travel Agency,2,Event,2,1,1457.813713,9.311,Seasonal Discount,Blue Roof Hotel,3,Premium,Third-party,None,Yes
623,Eddie Byrd,Female,19,Ghana,623,9/14/2013,5,Suite,1790.826606,1048.970278,No,Event,1,Other,3,2,2160.788781,8.643,Seasonal Discount,Blue Roof Hotel,2,Competitive,Direct,Festival,No
624,Stephen Aguilar,Female,44,Algeria,624,9/15/2013,10,Suite,840.5948054,607.0962178,Yes,Event,3,Leisure,2,4,1537.267936,7.81,None,Bahamas Luxury,3,Budget,Third-party,Sports Event,No
625,Linda Collins DVM,Male,26,Zimbabwe,625,9/16/2013,10,Deluxe,626.8208167,553.5628008,No,Phone,4,Other,1,3,3164.27372,9.155,Event Special,Luxury Stay,4,Competitive,Third-party,None,No
626,Amanda Taylor,Female,37,Uganda,626,9/17/2013,3,Deluxe,718.1444125,686.1294728,No,Phone,4,Event,2,2,4273.363723,7.64,None,Bahamas Luxury,1,Premium,Agent,None,No
627,Madeline Rangel,Female,45,Tanzania,627,9/18/2013,14,Deluxe,722.5902609,852.1371273,No,Online Travel Agency,2,Other,2,1,1398.644028,6.377,Event Special,Blue Roof Hotel,1,Premium,Third-party,Concert,No
628,Mrs. Allison Mcknight,Male,53,Ghana,628,9/19/2013,3,Single,1255.380532,656.4753689,No,Phone,3,Business,1,4,2223.070394,8.758,Loyalty Offer,Oxford Road,1,Premium,Direct,Festival,No
629,Michelle Ortiz,Male,40,Kenya,629,9/20/2013,5,Deluxe,1824.645752,1003.851688,Yes,Direct,5,Event,5,1,2706.433605,6.919,Seasonal Discount,Bahamas Luxury,2,Competitive,Agent,Concert,No
630,Tricia Guerrero,Male,43,Nigeria,630,9/21/2013,2,Single,1225.837953,663.5742325,Yes,Event,4,Other,1,2,3221.304494,9.625,Event Special,Oxford Road,1,Budget,Online,Sports Event,No
631,Olivia Thomas,Female,42,Nigeria,631,9/22/2013,1,Suite,1890.654917,681.3039555,No,Direct,5,Business,5,4,1413.356828,6.629,Loyalty Offer,Blue Roof Hotel,2,Budget,Agent,Sports Event,Yes
632,Scott Long,Male,62,South Africa,632,9/23/2013,2,Suite,580.0648678,884.0365152,No,Walk-In,1,Business,3,3,2832.245373,6.377,Loyalty Offer,Bahamas Luxury,3,Budget,Third-party,None,No
633,Ashley Booker,Male,38,Egypt,633,9/24/2013,4,Double,2097.670958,946.5974404,No,Direct,4,Other,2,1,1394.433128,6.588,None,Luxury Stay,3,Competitive,Direct,Festival,No
634,Jonathan Gonzalez,Male,54,Morocco,634,9/25/2013,1,Double,1737.161473,817.3396217,Yes,Direct,4,Leisure,1,1,1771.820643,6.802,None,Luxury Stay,5,Premium,Third-party,Sports Event,No
635,Richard Brown,Male,42,Tanzania,635,9/26/2013,4,Deluxe,692.3513322,835.1788192,No,Online Travel Agency,4,Event,1,1,2086.625355,7.32,Seasonal Discount,Luxury Stay,3,Premium,Third-party,Conference,No
636,Deborah Hess,Male,48,Zimbabwe,636,9/27/2013,4,Suite,1166.637015,831.1142509,No,Walk-In,1,Event,1,1,3168.046802,5.175,Loyalty Offer,Oxford Road,5,Competitive,Third-party,Concert,No
637,Victoria Figueroa,Male,30,Nigeria,637,9/28/2013,10,Double,1362.920705,1069.064884,No,Direct,1,Event,2,2,1833.181302,5.281,Event Special,Bahamas Luxury,3,Budget,Online,Festival,No
638,Daniel Mcbride,Male,70,Nigeria,638,9/29/2013,10,Suite,1093.169762,516.8959925,No,Walk-In,1,Other,3,1,3545.452015,6.931,Loyalty Offer,Bahamas Luxury,2,Premium,Online,Conference,No
639,Sharon Buchanan,Male,60,Morocco,639,9/30/2013,5,Single,1141.92932,1102.420102,No,Direct,4,Leisure,1,4,4457.71663,6.481,None,Oxford Road,4,Budget,Direct,Conference,No
640,Daniel Winters,Male,46,Ghana,640,10/1/2013,7,Single,1058.843882,652.3970811,No,Walk-In,1,Event,2,3,1886.161042,8.11,Seasonal Discount,Oxford Road,4,Premium,Direct,Concert,No
641,Julie Franco,Male,68,Algeria,641,10/2/2013,3,Suite,1171.084598,891.9120141,No,Event,3,Leisure,1,2,2049.987113,8.103,Event Special,Oxford Road,5,Budget,Third-party,None,No
642,Dustin Garcia,Female,22,Zimbabwe,642,10/3/2013,14,Deluxe,1419.073367,602.7106773,No,Event,5,Other,2,1,2345.666564,5.406,Loyalty Offer,Luxury Stay,2,Competitive,Online,Sports Event,No
643,Stephanie Brooks,Female,19,Zimbabwe,643,10/4/2013,3,Double,1722.685161,408.5290436,No,Direct,1,Other,1,4,4050.518896,6.136,Event Special,Blue Roof Hotel,5,Premium,Third-party,Sports Event,Yes
644,Rebecca Fisher,Male,23,Egypt,644,10/5/2013,3,Deluxe,1981.968877,1037.662944,No,Direct,3,Leisure,4,4,1808.143488,8.142,Seasonal Discount,Luxury Stay,5,Competitive,Third-party,Concert,No
645,Mark Sanchez,Male,62,Egypt,645,10/6/2013,3,Double,1371.648986,1019.052153,No,Walk-In,1,Business,2,4,2390.01326,9.488,Seasonal Discount,Oxford Road,3,Budget,Agent,Sports Event,No
646,Michaela Vang,Male,39,Nigeria,646,10/7/2013,1,Suite,933.1278562,870.4589865,No,Walk-In,4,Event,1,1,1333.16173,5.174,Event Special,Bahamas Luxury,2,Budget,Direct,Conference,No
647,Susan Johnson,Male,67,Ghana,647,10/8/2013,14,Suite,1223.763754,444.9774742,No,Direct,3,Business,2,1,2150.877782,7.161,Seasonal Discount,Luxury Stay,5,Premium,Online,Conference,No
648,Paula Lloyd,Male,42,Ghana,648,10/9/2013,3,Deluxe,923.5155131,929.4051568,No,Walk-In,3,Event,2,3,3790.398553,8.762,None,Oxford Road,5,Budget,Third-party,Sports Event,No
649,Shannon Young,Male,26,Algeria,649,10/10/2013,5,Double,642.0057876,491.1377434,No,Event,3,Business,1,1,2899.871704,6.817,Event Special,Oxford Road,4,Budget,Agent,Sports Event,Yes
650,Alicia Green,Male,62,Nigeria,650,10/11/2013,2,Single,1298.512247,396.6822776,Yes,Event,3,Other,2,1,2779.011538,8.746,Event Special,Blue Roof Hotel,4,Competitive,Agent,Conference,No
651,Emily Fernandez,Female,66,Egypt,651,10/12/2013,4,Deluxe,1371.968933,1135.075728,No,Phone,3,Event,1,4,3921.579106,5.944,Event Special,Oxford Road,5,Budget,Direct,Conference,No
652,Leslie Ramirez,Male,48,Morocco,652,10/13/2013,2,Deluxe,1308.701936,456.8871969,No,Walk-In,2,Event,2,3,1144.039138,5.672,Event Special,Luxury Stay,4,Premium,Online,Sports Event,No
653,Daniel Grant,Male,50,South Africa,653,10/14/2013,14,Double,1395.255403,801.6918543,No,Phone,5,Event,2,4,3485.50379,8.506,None,Luxury Stay,1,Competitive,Direct,Conference,No
654,Amanda Henry,Male,39,Nigeria,654,10/15/2013,1,Deluxe,1112.54671,994.7077531,No,Online Travel Agency,3,Business,5,1,932.3906909,6.087,Loyalty Offer,Bahamas Luxury,5,Budget,Agent,None,No
655,Tara Simpson,Female,21,Algeria,655,10/16/2013,5,Double,1874.026885,658.0802902,Yes,Walk-In,3,Leisure,4,3,4108.581067,5.199,Loyalty Offer,Oxford Road,4,Budget,Online,Sports Event,Yes
656,Katelyn Murillo,Male,38,Nigeria,656,10/17/2013,4,Deluxe,1293.69297,760.7274068,No,Online Travel Agency,5,Other,2,4,1559.421027,8.308,Event Special,Blue Roof Hotel,2,Premium,Online,Sports Event,Yes
657,Lauren Lopez,Male,35,Egypt,657,10/18/2013,1,Deluxe,903.0317614,1048.071736,Yes,Event,1,Leisure,2,2,3004.336964,8.64,Event Special,Oxford Road,4,Budget,Third-party,Concert,No
658,Eric Baldwin,Male,35,Nigeria,658,10/19/2013,7,Suite,795.5108699,1067.402362,No,Event,5,Event,2,2,1215.581733,8.952,Event Special,Bahamas Luxury,5,Budget,Direct,Conference,No
659,Ryan Clark,Female,29,Egypt,659,10/20/2013,5,Deluxe,1098.891378,477.1601101,No,Walk-In,3,Other,1,2,2829.98976,5.106,Event Special,Oxford Road,2,Competitive,Direct,Sports Event,Yes
660,Matthew Patel,Male,36,Zimbabwe,660,10/21/2013,4,Suite,657.5709048,524.8745743,No,Event,4,Other,2,1,1524.599945,8.22,None,Luxury Stay,2,Budget,Online,Sports Event,No
661,William Cooper,Male,53,Egypt,661,10/22/2013,14,Suite,1579.466641,555.0557093,No,Online Travel Agency,3,Business,1,4,3783.330364,8.733,Loyalty Offer,Oxford Road,4,Budget,Third-party,Sports Event,No
662,Christina Patterson,Male,39,Algeria,662,10/23/2013,10,Double,1204.130936,944.9499859,No,Walk-In,2,Event,3,1,1937.143702,7.923,Seasonal Discount,Bahamas Luxury,4,Budget,Agent,Sports Event,No
663,Amber Wright,Male,63,Nigeria,663,10/24/2013,3,Single,1502.218099,827.4655459,No,Direct,2,Leisure,2,2,1855.665319,8.768,Loyalty Offer,Luxury Stay,4,Competitive,Direct,Sports Event,Yes
664,Briana Wiley,Male,61,South Africa,664,10/25/2013,10,Suite,1579.980287,826.157054,Yes,Walk-In,2,Event,2,3,2207.127044,7.399,Loyalty Offer,Luxury Stay,4,Budget,Direct,Festival,No
665,Aaron Gutierrez,Male,52,Egypt,665,10/26/2013,4,Double,500,367.5229368,No,Online Travel Agency,5,Other,2,4,1626.727912,8.806,None,Luxury Stay,1,Competitive,Third-party,None,No
666,Karina Villarreal,Male,69,Egypt,666,10/27/2013,1,Single,1510.342244,902.0436783,No,Online Travel Agency,2,Business,1,2,3001.892822,9.305,Loyalty Offer,Luxury Stay,3,Premium,Online,None,No
667,Sheryl Woodard,Male,51,Ghana,667,10/28/2013,1,Suite,1153.383005,632.5198049,Yes,Online Travel Agency,4,Business,4,1,4040.875319,5.004,Seasonal Discount,Luxury Stay,2,Premium,Direct,Conference,No
668,Lance Moody,Male,27,Kenya,668,10/29/2013,7,Deluxe,1116.905667,300,No,Direct,2,Leisure,5,4,3521.02172,9.659,Seasonal Discount,Bahamas Luxury,4,Budget,Agent,Conference,No
669,Amber Gonzalez,Female,45,Ghana,669,10/30/2013,4,Double,961.3858446,300,No,Online Travel Agency,4,Event,1,2,3699.048398,9.302,Event Special,Blue Roof Hotel,2,Competitive,Third-party,Conference,No
670,Matthew Jackson,Male,41,Ghana,670,10/31/2013,5,Double,932.2630898,1186.137273,No,Online Travel Agency,3,Other,1,3,3221.767538,8.848,Event Special,Oxford Road,1,Budget,Third-party,Festival,No
671,Lawrence Smith,Male,59,Egypt,671,11/1/2013,5,Double,1050.808256,515.8146121,No,Phone,3,Event,2,3,1915.89626,6.186,Event Special,Oxford Road,2,Competitive,Online,Sports Event,No
672,Mary Velazquez,Female,69,Egypt,672,11/2/2013,3,Suite,613.0887802,634.9359211,Yes,Online Travel Agency,2,Other,2,2,4334.878502,6.957,Loyalty Offer,Bahamas Luxury,5,Premium,Third-party,Conference,No
673,Michael Vargas,Male,54,Morocco,673,11/3/2013,10,Single,585.3565988,842.4813317,No,Online Travel Agency,1,Leisure,2,1,2587.065886,8.477,Seasonal Discount,Oxford Road,2,Budget,Agent,None,No
674,Lisa Miller,Female,66,Nigeria,674,11/4/2013,1,Single,750.0683922,699.1465328,Yes,Event,5,Event,1,3,3718.802102,7.177,None,Oxford Road,4,Premium,Agent,None,No
675,Mark Hamilton,Female,51,Algeria,675,11/5/2013,3,Deluxe,1109.700788,711.0951297,No,Direct,5,Other,2,1,1599.360406,8.761,Seasonal Discount,Oxford Road,3,Competitive,Agent,Sports Event,Yes
676,Jennifer Morales,Female,29,Ghana,676,11/6/2013,14,Suite,1315.808225,708.0780105,No,Direct,3,Other,2,2,2425.10611,9.3,Event Special,Oxford Road,5,Budget,Direct,Conference,No
677,Caitlin Maldonado,Female,63,Ghana,677,11/7/2013,3,Deluxe,500,571.5566475,Yes,Event,3,Other,2,3,2726.281087,8.036,None,Bahamas Luxury,5,Premium,Agent,Concert,No
678,Jesse Thornton,Male,26,Morocco,678,11/8/2013,14,Double,1641.481267,521.7920184,No,Direct,2,Event,2,4,2815.039387,8.467,Seasonal Discount,Luxury Stay,3,Competitive,Online,Sports Event,No
679,Mrs. Lisa Lewis,Male,61,Nigeria,679,11/9/2013,14,Single,2011.825796,947.7016385,No,Phone,1,Event,2,2,4256.995116,5.555,Seasonal Discount,Bahamas Luxury,4,Premium,Direct,Festival,No
680,Robin Martinez,Male,64,Egypt,680,11/10/2013,5,Double,1514.897363,406.1874642,Yes,Phone,5,Event,1,1,3579.990493,8.035,Seasonal Discount,Bahamas Luxury,3,Competitive,Agent,Sports Event,No
681,Adam Phillips,Male,47,Egypt,681,11/11/2013,7,Deluxe,1210.601792,1454.581993,Yes,Phone,5,Business,2,2,3488.561278,5.444,None,Bahamas Luxury,3,Premium,Agent,None,No
682,Gina Long,Female,51,Kenya,682,11/12/2013,3,Double,1696.407779,848.2876166,No,Phone,4,Event,1,4,3026.544718,5.108,Event Special,Luxury Stay,4,Competitive,Agent,Conference,Yes
683,Mr. Patrick Meadows III,Male,65,Nigeria,683,11/13/2013,2,Double,801.4530364,1088.322372,No,Direct,1,Leisure,2,1,1426.26734,8.689,Loyalty Offer,Oxford Road,4,Competitive,Third-party,Sports Event,No
684,Shannon Davis,Male,32,Ghana,684,11/14/2013,14,Single,984.106756,915.3175125,No,Walk-In,5,Other,1,2,1252.813887,9.242,Loyalty Offer,Luxury Stay,3,Budget,Direct,Festival,No
685,Erin Kim,Female,48,Nigeria,685,11/15/2013,3,Single,803.686395,819.4252916,No,Walk-In,2,Business,5,2,1524.46763,8.471,None,Oxford Road,3,Premium,Third-party,Festival,Yes
686,Ryan Perez,Female,64,Morocco,686,11/16/2013,10,Single,1315.036803,644.0658301,No,Walk-In,2,Business,1,4,2168.58759,8.215,Seasonal Discount,Luxury Stay,4,Budget,Agent,Sports Event,No
687,Michelle Lewis,Male,49,Ghana,687,11/17/2013,10,Single,1027.769477,1184.699854,No,Walk-In,5,Business,1,2,4260.738532,8.425,Seasonal Discount,Oxford Road,4,Budget,Direct,Festival,No
